Origin,Destination,Population,Cases2021,Incidence2021
Galveston County,Illinois,553,254,2.0
Grayson County,Illinois,16,254,2.0
Gregg County,Illinois,61,254,2.0
Guadalupe County,Illinois,161,254,2.0
Hale County,Illinois,30,254,2.0
Harris County,Illinois,3103,254,2.0
Harrison County,Illinois,163,254,2.0
Hays County,Illinois,50,254,2.0
Henderson County,Illinois,66,254,2.0
Hidalgo County,Illinois,373,254,2.0
Hood County,Illinois,69,254,2.0
Hunt County,Illinois,62,254,2.0
Jefferson County,Illinois,65,254,2.0
Jim Wells County,Illinois,8,254,2.0
Johnson County,Illinois,431,254,2.0
Kaufman County,Illinois,160,254,2.0
Kendall County,Illinois,73,254,2.0
Kerr County,Illinois,48,254,2.0
Liberty County,Illinois,25,254,2.0
Live Oak County,Illinois,16,254,2.0
Lubbock County,Illinois,126,254,2.0
McLennan County,Illinois,561,254,2.0
Medina County,Illinois,7,254,2.0
Montague County,Illinois,11,254,2.0
Montgomery County,Illinois,695,254,2.0
Morris County,Illinois,4,254,2.0
Navarro County,Illinois,20,254,2.0
Nueces County,Illinois,127,254,2.0
Parker County,Illinois,7,254,2.0
Randall County,Illinois,42,254,2.0
Robertson County,Illinois,22,254,2.0
Rockwall County,Illinois,116,254,2.0
Rusk County,Illinois,51,254,2.0
San Patricio County,Illinois,15,254,2.0
Tarrant County,Illinois,2227,254,2.0
Taylor County,Illinois,97,254,2.0
Terry County,Illinois,3,254,2.0
Tom Green County,Illinois,68,254,2.0
Travis County,Illinois,2021,254,2.0
Tyler County,Illinois,3,254,2.0
Val Verde County,Illinois,21,254,2.0
Victoria County,Illinois,7,254,2.0
Waller County,Illinois,11,254,2.0
Webb County,Illinois,8,254,2.0
Wichita County,Illinois,361,254,2.0
Wilbarger County,Illinois,9,254,2.0
Willacy County,Illinois,17,254,2.0
Williamson County,Illinois,652,254,2.0
Wise County,Illinois,4,254,2.0
Wood County,Illinois,13,254,2.0
Cache County,Illinois,94,254,2.0
Davis County,Illinois,79,254,2.0
Iron County,Illinois,43,254,2.0
Morgan County,Illinois,4,254,2.0
Piute County,Illinois,1,254,2.0
Salt Lake County,Illinois,930,254,2.0
Sanpete County,Illinois,19,254,2.0
Summit County,Illinois,19,254,2.0
Tooele County,Illinois,6,254,2.0
Utah County,Illinois,639,254,2.0
Wasatch County,Illinois,80,254,2.0
Washington County,Illinois,80,254,2.0
Weber County,Illinois,32,254,2.0
Addison County,Illinois,56,254,2.0
Bennington County,Illinois,17,254,2.0
Chittenden County,Illinois,170,254,2.0
Lamoille County,Illinois,2,254,2.0
Orange County,Illinois,9,254,2.0
Orleans County,Illinois,33,254,2.0
Rutland County,Illinois,46,254,2.0
Washington County,Illinois,14,254,2.0
Windham County,Illinois,7,254,2.0
Albemarle County,Illinois,130,254,2.0
Arlington County,Illinois,330,254,2.0
Bedford County,Illinois,165,254,2.0
Caroline County,Illinois,105,254,2.0
Chesterfield County,Illinois,15,254,2.0
Culpeper County,Illinois,7,254,2.0
Fairfax County,Illinois,1014,254,2.0
Hanover County,Illinois,19,254,2.0
Henrico County,Illinois,242,254,2.0
King George County,Illinois,72,254,2.0
Lancaster County,Illinois,26,254,2.0
Loudoun County,Illinois,142,254,2.0
Montgomery County,Illinois,19,254,2.0
Powhatan County,Illinois,37,254,2.0
Prince George County,Illinois,68,254,2.0
Prince William County,Illinois,291,254,2.0
Rappahannock County,Illinois,7,254,2.0
Roanoke County,Illinois,12,254,2.0
Shenandoah County,Illinois,12,254,2.0
Smyth County,Illinois,15,254,2.0
Spotsylvania County,Illinois,80,254,2.0
Stafford County,Illinois,151,254,2.0
Warren County,Illinois,3,254,2.0
York County,Illinois,22,254,2.0
Alexandria City,Illinois,92,254,2.0
Charlottesville City,Illinois,23,254,2.0
Chesapeake City,Illinois,166,254,2.0
Fairfax City,Illinois,4,254,2.0
Fredericksburg City,Illinois,21,254,2.0
Hampton City,Illinois,94,254,2.0
Harrisonburg City,Illinois,71,254,2.0
Lynchburg City,Illinois,80,254,2.0
Manassas City,Illinois,9,254,2.0
Newport News City,Illinois,84,254,2.0
Norfolk City,Illinois,1118,254,2.0
Petersburg City,Illinois,16,254,2.0
Portsmouth City,Illinois,43,254,2.0
Radford City,Illinois,38,254,2.0
Richmond City,Illinois,246,254,2.0
Roanoke City,Illinois,55,254,2.0
Suffolk City,Illinois,40,254,2.0
Virginia Beach City,Illinois,809,254,2.0
Williamsburg City,Illinois,100,254,2.0
Winchester City,Illinois,7,254,2.0
Benton County,Illinois,125,254,2.0
Chelan County,Illinois,51,254,2.0
Clallam County,Illinois,55,254,2.0
Clark County,Illinois,188,254,2.0
Cowlitz County,Illinois,17,254,2.0
Ferry County,Illinois,4,254,2.0
Grays Harbor County,Illinois,41,254,2.0
King County,Illinois,2690,254,2.0
Kitsap County,Illinois,756,254,2.0
Lewis County,Illinois,3,254,2.0
Mason County,Illinois,16,254,2.0
Okanogan County,Illinois,6,254,2.0
Pacific County,Illinois,19,254,2.0
Pierce County,Illinois,1347,254,2.0
Skagit County,Illinois,14,254,2.0
Snohomish County,Illinois,397,254,2.0
Spokane County,Illinois,226,254,2.0
Thurston County,Illinois,169,254,2.0
Whatcom County,Illinois,37,254,2.0
Whitman County,Illinois,14,254,2.0
Barbour County,Illinois,7,254,2.0
Brooke County,Illinois,1,254,2.0
Cabell County,Illinois,8,254,2.0
Gilmer County,Illinois,7,254,2.0
Hampshire County,Illinois,11,254,2.0
Hancock County,Illinois,27,254,2.0
Jefferson County,Illinois,36,254,2.0
Monongalia County,Illinois,38,254,2.0
Ohio County,Illinois,25,254,2.0
Pendleton County,Illinois,3,254,2.0
Putnam County,Illinois,7,254,2.0
Raleigh County,Illinois,50,254,2.0
Randolph County,Illinois,9,254,2.0
Wood County,Illinois,12,254,2.0
Wyoming County,Illinois,37,254,2.0
Adams County,Illinois,127,254,2.0
Ashland County,Illinois,12,254,2.0
Barron County,Illinois,15,254,2.0
Bayfield County,Illinois,19,254,2.0
Brown County,Illinois,706,254,2.0
Burnett County,Illinois,19,254,2.0
Calumet County,Illinois,26,254,2.0
Chippewa County,Illinois,8,254,2.0
Clark County,Illinois,12,254,2.0
Columbia County,Illinois,49,254,2.0
Crawford County,Illinois,36,254,2.0
Dane County,Illinois,4026,254,2.0
Dodge County,Illinois,94,254,2.0
Door County,Illinois,143,254,2.0
Douglas County,Illinois,94,254,2.0
Dunn County,Illinois,88,254,2.0
Eau Claire County,Illinois,150,254,2.0
Fond du Lac County,Illinois,241,254,2.0
Forest County,Illinois,39,254,2.0
Grant County,Illinois,339,254,2.0
Green County,Illinois,296,254,2.0
Green Lake County,Illinois,148,254,2.0
Iowa County,Illinois,6,254,2.0
Iron County,Illinois,33,254,2.0
Jackson County,Illinois,36,254,2.0
Jefferson County,Illinois,389,254,2.0
Juneau County,Illinois,98,254,2.0
Kenosha County,Illinois,4308,254,2.0
Kewaunee County,Illinois,7,254,2.0
La Crosse County,Illinois,299,254,2.0
Lafayette County,Illinois,46,254,2.0
Langlade County,Illinois,12,254,2.0
Lincoln County,Illinois,120,254,2.0
Manitowoc County,Illinois,170,254,2.0
Marathon County,Illinois,124,254,2.0
Marinette County,Illinois,61,254,2.0
Marquette County,Illinois,83,254,2.0
Menominee County,Illinois,2,254,2.0
Milwaukee County,Illinois,4872,254,2.0
Monroe County,Illinois,64,254,2.0
Oconto County,Illinois,54,254,2.0
Oneida County,Illinois,98,254,2.0
Outagamie County,Illinois,397,254,2.0
Ozaukee County,Illinois,229,254,2.0
Pepin County,Illinois,2,254,2.0
Pierce County,Illinois,14,254,2.0
Polk County,Illinois,53,254,2.0
Portage County,Illinois,162,254,2.0
Price County,Illinois,19,254,2.0
Racine County,Illinois,618,254,2.0
Richland County,Illinois,8,254,2.0
Rock County,Illinois,1165,254,2.0
Rusk County,Illinois,22,254,2.0
St. Croix County,Illinois,27,254,2.0
Sauk County,Illinois,187,254,2.0
Sawyer County,Illinois,177,254,2.0
Shawano County,Illinois,18,254,2.0
Sheboygan County,Illinois,351,254,2.0
Taylor County,Illinois,24,254,2.0
Trempealeau County,Illinois,63,254,2.0
Vernon County,Illinois,34,254,2.0
Vilas County,Illinois,253,254,2.0
Walworth County,Illinois,1802,254,2.0
Washburn County,Illinois,40,254,2.0
Washington County,Illinois,42,254,2.0
Waukesha County,Illinois,770,254,2.0
Waupaca County,Illinois,34,254,2.0
Waushara County,Illinois,35,254,2.0
Winnebago County,Illinois,528,254,2.0
Wood County,Illinois,87,254,2.0
Albany County,Illinois,80,254,2.0
Big Horn County,Illinois,26,254,2.0
Campbell County,Illinois,151,254,2.0
Laramie County,Illinois,12,254,2.0
Natrona County,Illinois,21,254,2.0
Park County,Illinois,36,254,2.0
Sweetwater County,Illinois,19,254,2.0
Teton County,Illinois,4,254,2.0
Aguada Municipio,Illinois,56,254,2.0
Aguas Buenas Municipio,Illinois,15,254,2.0
Arecibo Municipio,Illinois,22,254,2.0
Bayamn Municipio,Illinois,10,254,2.0
Cabo Rojo Municipio,Illinois,89,254,2.0
Caguas Municipio,Illinois,56,254,2.0
Carolina Municipio,Illinois,31,254,2.0
Cidra Municipio,Illinois,40,254,2.0
Guaynabo Municipio,Illinois,40,254,2.0
Jayuya Municipio,Illinois,37,254,2.0
Juana Daz Municipio,Illinois,105,254,2.0
Naranjito Municipio,Illinois,59,254,2.0
Salinas Municipio,Illinois,34,254,2.0
San Juan Municipio,Illinois,29,254,2.0
San Lorenzo Municipio,Illinois,16,254,2.0
Toa Baja Municipio,Illinois,21,254,2.0
Trujillo Alto Municipio,Illinois,71,254,2.0
Utuado Municipio,Illinois,60,254,2.0
Villalba Municipio,Illinois,17,254,2.0
Autauga County,Indiana,10,127,1.9
Baldwin County,Indiana,273,127,1.9
Barbour County,Indiana,20,127,1.9
Calhoun County,Indiana,28,127,1.9
Chilton County,Indiana,42,127,1.9
Clarke County,Indiana,52,127,1.9
Coffee County,Indiana,21,127,1.9
Colbert County,Indiana,11,127,1.9
Cullman County,Indiana,750,127,1.9
Dale County,Indiana,250,127,1.9
Dallas County,Indiana,1,127,1.9
Elmore County,Indiana,34,127,1.9
Escambia County,Indiana,14,127,1.9
Fayette County,Indiana,29,127,1.9
Franklin County,Indiana,12,127,1.9
Geneva County,Indiana,9,127,1.9
Houston County,Indiana,20,127,1.9
Jackson County,Indiana,12,127,1.9
Jefferson County,Indiana,301,127,1.9
Lauderdale County,Indiana,80,127,1.9
Lee County,Indiana,59,127,1.9
Macon County,Indiana,6,127,1.9
Madison County,Indiana,207,127,1.9
Marion County,Indiana,250,127,1.9
Marshall County,Indiana,206,127,1.9
Mobile County,Indiana,30,127,1.9
Montgomery County,Indiana,177,127,1.9
Russell County,Indiana,21,127,1.9
Shelby County,Indiana,375,127,1.9
Talladega County,Indiana,44,127,1.9
Tuscaloosa County,Indiana,132,127,1.9
Walker County,Indiana,22,127,1.9
Aleutians West Census Area,Indiana,1,127,1.9
Bethel Census Area,Indiana,4,127,1.9
Dillingham Census Area,Indiana,2,127,1.9
Fairbanks North Star Borough,Indiana,55,127,1.9
Kenai Peninsula Borough,Indiana,14,127,1.9
Matanuska-Susitna Borough,Indiana,29,127,1.9
North Slope Borough,Indiana,36,127,1.9
Cochise County,Indiana,36,127,1.9
Gila County,Indiana,21,127,1.9
Graham County,Indiana,437,127,1.9
La Paz County,Indiana,25,127,1.9
Maricopa County,Indiana,2465,127,1.9
Mohave County,Indiana,61,127,1.9
Navajo County,Indiana,152,127,1.9
Pima County,Indiana,304,127,1.9
Pinal County,Indiana,368,127,1.9
Yavapai County,Indiana,106,127,1.9
Yuma County,Indiana,173,127,1.9
Ashley County,Indiana,3,127,1.9
Benton County,Indiana,188,127,1.9
Boone County,Indiana,6,127,1.9
Clay County,Indiana,5,127,1.9
Crawford County,Indiana,1,127,1.9
Faulkner County,Indiana,7,127,1.9
Fulton County,Indiana,10,127,1.9
Garland County,Indiana,119,127,1.9
Greene County,Indiana,5,127,1.9
Hot Spring County,Indiana,5,127,1.9
Independence County,Indiana,2,127,1.9
Jefferson County,Indiana,1,127,1.9
Little River County,Indiana,27,127,1.9
Logan County,Indiana,1,127,1.9
Lonoke County,Indiana,1,127,1.9
Mississippi County,Indiana,11,127,1.9
Ouachita County,Indiana,13,127,1.9
Poinsett County,Indiana,36,127,1.9
Pope County,Indiana,6,127,1.9
Pulaski County,Indiana,309,127,1.9
Saline County,Indiana,41,127,1.9
Sebastian County,Indiana,191,127,1.9
Sharp County,Indiana,1,127,1.9
White County,Indiana,116,127,1.9
Alameda County,Indiana,306,127,1.9
Alpine County,Indiana,2,127,1.9
Contra Costa County,Indiana,268,127,1.9
El Dorado County,Indiana,43,127,1.9
Fresno County,Indiana,47,127,1.9
Humboldt County,Indiana,46,127,1.9
Imperial County,Indiana,4,127,1.9
Kern County,Indiana,32,127,1.9
Kings County,Indiana,10,127,1.9
Los Angeles County,Indiana,1387,127,1.9
Marin County,Indiana,26,127,1.9
Mendocino County,Indiana,23,127,1.9
Monterey County,Indiana,57,127,1.9
Napa County,Indiana,63,127,1.9
Orange County,Indiana,294,127,1.9
Placer County,Indiana,85,127,1.9
Riverside County,Indiana,199,127,1.9
Sacramento County,Indiana,138,127,1.9
San Bernardino County,Indiana,226,127,1.9
San Diego County,Indiana,890,127,1.9
San Francisco County,Indiana,147,127,1.9
San Joaquin County,Indiana,7,127,1.9
San Luis Obispo County,Indiana,11,127,1.9
San Mateo County,Indiana,113,127,1.9
Santa Barbara County,Indiana,105,127,1.9
Santa Clara County,Indiana,577,127,1.9
Santa Cruz County,Indiana,310,127,1.9
Shasta County,Indiana,83,127,1.9
Sonoma County,Indiana,16,127,1.9
Stanislaus County,Indiana,19,127,1.9
Sutter County,Indiana,17,127,1.9
Tehama County,Indiana,2,127,1.9
Ventura County,Indiana,266,127,1.9
Yolo County,Indiana,56,127,1.9
Adams County,Indiana,101,127,1.9
Arapahoe County,Indiana,534,127,1.9
Boulder County,Indiana,392,127,1.9
Broomfield County,Indiana,60,127,1.9
Clear Creek County,Indiana,4,127,1.9
Delta County,Indiana,55,127,1.9
Denver County,Indiana,423,127,1.9
Douglas County,Indiana,57,127,1.9
El Paso County,Indiana,281,127,1.9
Garfield County,Indiana,24,127,1.9
Jefferson County,Indiana,156,127,1.9
Larimer County,Indiana,401,127,1.9
Logan County,Indiana,9,127,1.9
Mesa County,Indiana,12,127,1.9
Moffat County,Indiana,21,127,1.9
Montrose County,Indiana,12,127,1.9
Ouray County,Indiana,15,127,1.9
Pitkin County,Indiana,16,127,1.9
Pueblo County,Indiana,15,127,1.9
Rio Blanco County,Indiana,13,127,1.9
Weld County,Indiana,119,127,1.9
Fairfield County,Indiana,65,127,1.9
Hartford County,Indiana,120,127,1.9
Litchfield County,Indiana,59,127,1.9
New Haven County,Indiana,57,127,1.9
New London County,Indiana,78,127,1.9
Windham County,Indiana,5,127,1.9
Kent County,Indiana,5,127,1.9
New Castle County,Indiana,42,127,1.9
Sussex County,Indiana,33,127,1.9
District of Columbia,Indiana,285,127,1.9
Alachua County,Indiana,72,127,1.9
Bay County,Indiana,165,127,1.9
Bradford County,Indiana,18,127,1.9
Brevard County,Indiana,459,127,1.9
Broward County,Indiana,643,127,1.9
Charlotte County,Indiana,242,127,1.9
Citrus County,Indiana,187,127,1.9
Clay County,Indiana,113,127,1.9
Collier County,Indiana,284,127,1.9
Columbia County,Indiana,78,127,1.9
DeSoto County,Indiana,33,127,1.9
Duval County,Indiana,373,127,1.9
Escambia County,Indiana,370,127,1.9
Flagler County,Indiana,44,127,1.9
Franklin County,Indiana,12,127,1.9
Gilchrist County,Indiana,2,127,1.9
Hardee County,Indiana,9,127,1.9
Hendry County,Indiana,17,127,1.9
Hernando County,Indiana,201,127,1.9
Highlands County,Indiana,210,127,1.9
Hillsborough County,Indiana,1459,127,1.9
Jackson County,Indiana,52,127,1.9
Lake County,Indiana,308,127,1.9
Lee County,Indiana,1283,127,1.9
Leon County,Indiana,79,127,1.9
Levy County,Indiana,41,127,1.9
Manatee County,Indiana,561,127,1.9
Marion County,Indiana,295,127,1.9
Martin County,Indiana,61,127,1.9
Miami-Dade County,Indiana,126,127,1.9
Monroe County,Indiana,8,127,1.9
Nassau County,Indiana,99,127,1.9
Okaloosa County,Indiana,141,127,1.9
Okeechobee County,Indiana,46,127,1.9
Orange County,Indiana,336,127,1.9
Osceola County,Indiana,291,127,1.9
Palm Beach County,Indiana,475,127,1.9
Pasco County,Indiana,497,127,1.9
Pinellas County,Indiana,1530,127,1.9
Polk County,Indiana,592,127,1.9
Putnam County,Indiana,9,127,1.9
St. Johns County,Indiana,178,127,1.9
St. Lucie County,Indiana,36,127,1.9
Santa Rosa County,Indiana,262,127,1.9
Sarasota County,Indiana,493,127,1.9
Seminole County,Indiana,206,127,1.9
Sumter County,Indiana,241,127,1.9
Volusia County,Indiana,257,127,1.9
Walton County,Indiana,462,127,1.9
Barrow County,Indiana,14,127,1.9
Bartow County,Indiana,85,127,1.9
Bibb County,Indiana,16,127,1.9
Bryan County,Indiana,25,127,1.9
Bulloch County,Indiana,11,127,1.9
Carroll County,Indiana,13,127,1.9
Chatham County,Indiana,550,127,1.9
Cherokee County,Indiana,159,127,1.9
Clarke County,Indiana,43,127,1.9
Clayton County,Indiana,11,127,1.9
Cobb County,Indiana,401,127,1.9
Coweta County,Indiana,22,127,1.9
Dawson County,Indiana,64,127,1.9
DeKalb County,Indiana,492,127,1.9
Dougherty County,Indiana,8,127,1.9
Douglas County,Indiana,106,127,1.9
Emanuel County,Indiana,56,127,1.9
Fayette County,Indiana,16,127,1.9
Floyd County,Indiana,4,127,1.9
Forsyth County,Indiana,42,127,1.9
Franklin County,Indiana,11,127,1.9
Fulton County,Indiana,579,127,1.9
Glynn County,Indiana,3,127,1.9
Gwinnett County,Indiana,95,127,1.9
Habersham County,Indiana,1,127,1.9
Hall County,Indiana,85,127,1.9
Haralson County,Indiana,57,127,1.9
Henry County,Indiana,82,127,1.9
Liberty County,Indiana,59,127,1.9
Lowndes County,Indiana,10,127,1.9
Lumpkin County,Indiana,37,127,1.9
McIntosh County,Indiana,8,127,1.9
Montgomery County,Indiana,5,127,1.9
Muscogee County,Indiana,96,127,1.9
Newton County,Indiana,148,127,1.9
Oconee County,Indiana,124,127,1.9
Paulding County,Indiana,118,127,1.9
Peach County,Indiana,38,127,1.9
Richmond County,Indiana,96,127,1.9
Telfair County,Indiana,1,127,1.9
Thomas County,Indiana,31,127,1.9
Toombs County,Indiana,8,127,1.9
Troup County,Indiana,26,127,1.9
Hawaii County,Indiana,65,127,1.9
Honolulu County,Indiana,347,127,1.9
Kauai County,Indiana,18,127,1.9
Maui County,Indiana,6,127,1.9
Ada County,Indiana,106,127,1.9
Bannock County,Indiana,9,127,1.9
Bonneville County,Indiana,107,127,1.9
Nez Perce County,Indiana,16,127,1.9
Adams County,Indiana,58,127,1.9
Bond County,Indiana,20,127,1.9
Boone County,Indiana,7,127,1.9
Brown County,Indiana,9,127,1.9
Bureau County,Indiana,2,127,1.9
Carroll County,Indiana,15,127,1.9
Cass County,Indiana,41,127,1.9
Champaign County,Indiana,606,127,1.9
Clark County,Indiana,26,127,1.9
Clay County,Indiana,4,127,1.9
Clinton County,Indiana,18,127,1.9
Coles County,Indiana,76,127,1.9
Cook County,Indiana,10161,127,1.9
Crawford County,Indiana,73,127,1.9
Cumberland County,Indiana,18,127,1.9
DeKalb County,Indiana,93,127,1.9
De Witt County,Indiana,7,127,1.9
Douglas County,Indiana,1,127,1.9
DuPage County,Indiana,557,127,1.9
Edgar County,Indiana,278,127,1.9
Edwards County,Indiana,68,127,1.9
Effingham County,Indiana,74,127,1.9
Fayette County,Indiana,5,127,1.9
Ford County,Indiana,71,127,1.9
Franklin County,Indiana,110,127,1.9
Fulton County,Indiana,11,127,1.9
Gallatin County,Indiana,3,127,1.9
Grundy County,Indiana,4,127,1.9
Hamilton County,Indiana,27,127,1.9
Hardin County,Indiana,162,127,1.9
Henry County,Indiana,40,127,1.9
Iroquois County,Indiana,51,127,1.9
Jackson County,Indiana,185,127,1.9
Jefferson County,Indiana,1,127,1.9
Jersey County,Indiana,13,127,1.9
Jo Daviess County,Indiana,92,127,1.9
Johnson County,Indiana,18,127,1.9
Kane County,Indiana,579,127,1.9
Kankakee County,Indiana,79,127,1.9
Knox County,Indiana,10,127,1.9
Lake County,Indiana,491,127,1.9
LaSalle County,Indiana,44,127,1.9
Lawrence County,Indiana,325,127,1.9
Lee County,Indiana,24,127,1.9
Livingston County,Indiana,83,127,1.9
Logan County,Indiana,52,127,1.9
McDonough County,Indiana,51,127,1.9
McHenry County,Indiana,61,127,1.9
McLean County,Indiana,209,127,1.9
Macon County,Indiana,78,127,1.9
Macoupin County,Indiana,20,127,1.9
Madison County,Indiana,183,127,1.9
Marion County,Indiana,60,127,1.9
Marshall County,Indiana,40,127,1.9
Mason County,Indiana,12,127,1.9
Massac County,Indiana,30,127,1.9
Menard County,Indiana,6,127,1.9
Monroe County,Indiana,26,127,1.9
Montgomery County,Indiana,90,127,1.9
Morgan County,Indiana,75,127,1.9
Peoria County,Indiana,371,127,1.9
Pope County,Indiana,107,127,1.9
Richland County,Indiana,21,127,1.9
Rock Island County,Indiana,65,127,1.9
St. Clair County,Indiana,349,127,1.9
Saline County,Indiana,17,127,1.9
Sangamon County,Indiana,64,127,1.9
Stark County,Indiana,8,127,1.9
